storeID,wkEndDate,TotNet
97,2018-09-16,134743.07
82,2018-09-16,167023.37
91,2018-09-16,151938.32
31,2018-09-16,139695.05
140,2018-09-16,78993.7
196,2018-09-16,62158.68
123,2018-09-16,144304.18
87,2018-09-16,132050.6
144,2018-09-16,137678.12
103,2018-09-16,96878.2
184,2018-09-16,116856.95
114,2018-09-16,175224.17
48,2018-09-16,130157.44
118,2018-09-16,147922.32
16,2018-09-16,83329.13
88,2018-09-16,196936.81
54,2018-09-16,142712.82
76,2018-09-16,114591.71
150,2018-09-16,118609.47
134,2018-09-16,136920.34
172,2018-09-16,139561.25
173,2018-09-16,153658.83
64,2018-09-16,132054.88
164,2018-09-16,95515.82
102,2018-09-16,196087.86
166,2018-09-16,159895.11
8,2018-09-16,147910.18
71,2018-09-16,164232.67
182,2018-09-16,70389.7
70,2018-09-16,134858.06
98,2018-09-16,61691.42
132,2018-09-16,197703.62
4,2018-09-16,39267.35
149,2018-09-16,109693.98
33,2018-09-16,148848.41
42,2018-09-16,37381.03
69,2018-09-16,155428.32
75,2018-09-16,129376.7
78,2018-09-16,157336.86
180,2018-09-16,115968.5
124,2018-09-16,95190.37
3,2018-09-16,38922.62
179,2018-09-16,111935.34
151,2018-09-16,135222.73
46,2018-09-16,182718.7
130,2018-09-16,143911.48
96,2018-09-16,192464.19
139,2018-09-16,55084.44
49,2018-09-16,148527.39
21,2018-09-16,206991.75
147,2018-09-16,103798.16
51,2018-09-16,148551.6
195,2018-09-16,136963.03
36,2018-09-16,112932.07
108,2018-09-16,116850.29
117,2018-09-16,39550.44
155,2018-09-16,37147.24
10,2018-09-16,75085.51
38,2018-09-16,141898.26
34,2018-09-16,67234.28
129,2018-09-16,128771.55
65,2018-09-16,137718.44
23,2018-09-16,145289.39
5,2018-09-16,163897.31
189,2018-09-16,107455.36
197,2018-09-16,147740.27
32,2018-09-23,110138.65
106,2018-09-23,181802.83
142,2018-09-23,155417.35
132,2018-09-23,202880.58
182,2018-09-23,70124.41
17,2018-09-23,121674.79
179,2018-09-23,95366.24
73,2018-09-23,169937.5
49,2018-09-23,159745.24
123,2018-09-23,146564.64
164,2018-09-23,94669.97
70,2018-09-23,129101.63
2,2018-09-23,156994.63
93,2018-09-23,147047.61
165,2018-09-23,180018.31
150,2018-09-23,117714.78
46,2018-09-23,185972.85
100,2018-09-23,91755.42
137,2018-09-23,99076.23
53,2018-09-23,142821.32
58,2018-09-23,60496.8
1,2018-09-23,145323.39
172,2018-09-23,126918.51
184,2018-09-23,110639.21
28,2018-09-23,260204.55
61,2018-09-23,127411.37
50,2018-09-23,113564.69
148,2018-09-23,128949.91
97,2018-09-23,127719.69
133,2018-09-23,88223.32
171,2018-09-23,134934.26
140,2018-09-23,78324.42
84,2018-09-23,122082.4
187,2018-09-23,123666.28
186,2018-09-23,134994.16
12,2018-09-23,98469.3
121,2018-09-23,167489.61
40,2018-09-23,156431.14
36,2018-09-23,113808.42
31,2018-09-23,140717.08
125,2018-09-23,170840.06
65,2018-09-23,143334.36
195,2018-09-23,132032.71
183,2018-09-23,194902.51
160,2018-09-23,62859.43
59,2018-09-23,64706.63
39,2018-09-23,92187.07
71,2018-09-23,162789.25
52,2018-09-23,184658.01
98,2018-09-23,67698.87
170,2018-09-23,144211.81
149,2018-09-23,113254.11
78,2018-09-23,153376.53
174,2018-09-23,44596.74
69,2018-09-23,155212.75
188,2018-09-23,26434.56
124,2018-09-23,94248.41
167,2018-09-23,149811.09
189,2018-09-23,105701.17
113,2018-09-23,138424.67
151,2018-09-23,141096.62
96,2018-09-23,192567.43
86,2018-09-23,104041.24
177,2018-09-23,132492.53
199,2018-09-23,148553.65
157,2018-09-23,158965.23
105,2018-09-23,68704.78
145,2018-09-23,126714.72
72,2018-09-23,108328.51
29,2018-09-23,180794.5
162,2018-09-23,137325.87
87,2018-09-23,129725.42
43,2018-09-23,132497.4
114,2018-09-23,185575.98
45,2018-09-23,100275.89
88,2018-09-23,202824.28
11,2018-09-23,124621.92
112,2018-09-23,187954.48
115,2018-09-23,163588.7
5,2018-09-23,171443.67
126,2018-09-23,151590.83
173,2018-09-23,169422.37
152,2018-09-23,170764.25
139,2018-09-23,56006.03
196,2018-09-23,60041.97
25,2018-09-23,198591.91
118,2018-09-23,148326.27
16,2018-09-23,82740.86
138,2018-09-23,152930.51
79,2018-09-23,138952.23
20,2018-09-23,185210.6
89,2018-09-23,142502.86
22,2018-09-23,169807.56
85,2018-09-23,48090.65
141,2018-09-23,168945.08
62,2018-09-23,136643.99
60,2018-09-23,38120.51
99,2018-09-23,144019.28
190,2018-09-23,116359.31
122,2018-09-23,141426.22
37,2018-09-23,152069.7
18,2018-09-23,97690.99
21,2018-09-23,205295.31
191,2018-09-23,183046.88
147,2018-09-23,107241.19
166,2018-09-23,177461.56
134,2018-09-23,135473.57
6,2018-09-23,101440.01
83,2018-09-23,124738.51
51,2018-09-23,154109.15
90,2018-09-23,129336.06
92,2018-09-23,164036.78
185,2018-09-23,204681.44
24,2018-09-23,97518.73
8,2018-09-23,146488.81
197,2018-09-23,150892.15
13,2018-09-23,172571.14
101,2018-09-23,164326.53
180,2018-09-23,113964.35
107,2018-09-23,158182.48
9,2018-09-23,188387.3
193,2018-09-23,38240.59
144,2018-09-23,135692.71
129,2018-09-23,126675.88
163,2018-09-23,87130.56
82,2018-09-23,172917.74
57,2018-09-23,75278.42
56,2018-09-23,133642.7
119,2018-09-23,32013.72
168,2018-09-23,136870.36
169,2018-09-23,73614.78
192,2018-09-23,139028.23
67,2018-09-23,55152.26
131,2018-09-23,164643.74
159,2018-09-23,125461.44
109,2018-09-23,130189.64
154,2018-09-23,34585.99
26,2018-09-23,295436.79
136,2018-09-23,154881.11
110,2018-09-23,29542.52
95,2018-09-23,45172.61
135,2018-09-23,35188.94
155,2018-09-23,35730.36
91,2018-09-23,152024.05
120,2018-09-23,137819.73
3,2018-09-23,40909.8
128,2018-09-23,96809.56
23,2018-09-23,148423.07
38,2018-09-23,143639.14
55,2018-09-23,43428.45
63,2018-09-23,130044.94
77,2018-09-23,172703.72
104,2018-09-23,115946.01
94,2018-09-23,149401.08
47,2018-09-23,196166.61
175,2018-09-23,151588.73
194,2018-09-23,106928.24
116,2018-09-23,102195.1
10,2018-09-23,78626.79
4,2018-09-23,45735.64
143,2018-09-23,94192.3
161,2018-09-23,145510.7
117,2018-09-23,39138.82
181,2018-09-23,65239.77
127,2018-09-23,39289.56
158,2018-09-23,134903.4
75,2018-09-23,123818.46
27,2018-09-23,146503.63
81,2018-09-23,71990.89
80,2018-09-23,88927.86
66,2018-09-23,118435.62
200,2018-09-23,166769.67
198,2018-09-23,89040.43
42,2018-09-23,37489.33
146,2018-09-23,92559.38
102,2018-09-23,193586.1
108,2018-09-23,118113.79
41,2018-09-23,157884.69
15,2018-09-23,86485.11
34,2018-09-23,66551.26
19,2018-09-23,179402.51
153,2018-09-23,109561.26
44,2018-09-23,73967.72
176,2018-09-23,88916.1
48,2018-09-23,129902.82
130,2018-09-23,148439.92
33,2018-09-23,159114.6
103,2018-09-23,100263.41
74,2018-09-23,191146.07
111,2018-09-23,148615.2
68,2018-09-23,141543.28
7,2018-09-23,173407.86
54,2018-09-23,144203.81
64,2018-09-23,127625.4
156,2018-09-23,183117.11
76,2018-09-23,116458.95
178,2018-09-23,95607.92
30,2018-09-23,106411.3
14,2018-09-23,120986.97
35,2018-09-23,103414.56
143,2018-09-30,82326.84
36,2018-09-30,110448.81
195,2018-09-30,132649.4
149,2018-09-30,110444.78
12,2018-09-30,100151.53
82,2018-09-30,170911.82
191,2018-09-30,187258.07
157,2018-09-30,156618.64
75,2018-09-30,130378.83
38,2018-09-30,134757.68
69,2018-09-30,150633.42
80,2018-09-30,87996.16
146,2018-09-30,95388.39
98,2018-09-30,80055.17
180,2018-09-30,105109.17
24,2018-09-30,93054.61
158,2018-09-30,133205.46
44,2018-09-30,74007.29
147,2018-09-30,102090.85
151,2018-09-30,156053.14
51,2018-09-30,157406.39
124,2018-09-30,103932.21
78,2018-09-30,151246.13
71,2018-09-30,153921.09
96,2018-09-30,201245.56
189,2018-09-30,108384.87
102,2018-09-30,189292.17
197,2018-09-30,158981.89
40,2018-09-30,158939.8
167,2018-09-30,161651.25
109,2018-09-30,123002.86
48,2018-09-30,129627.49
164,2018-09-30,101346.25
103,2018-09-30,101747.53
150,2018-09-30,118905.6
76,2018-09-30,121664.19
97,2018-09-30,127301.86
54,2018-09-30,134192.38
64,2018-09-30,140919.07
106,2018-09-30,204495.49
184,2018-09-30,112782.53
123,2018-09-30,151485.76
81,2018-09-30,76110.5
182,2018-09-30,69729.53
168,2018-09-30,137417.7
61,2018-09-30,129708.04
66,2018-09-30,116203.61
21,2018-09-30,218095.83
70,2018-09-30,127807.39
108,2018-09-30,114976.25
2,2018-09-30,160947.35
34,2018-09-30,72327.28
130,2018-09-30,147697.39
46,2018-09-30,182992.2
42,2018-09-30,44928.6
132,2018-09-30,232084.49
117,2018-09-30,40754.46
49,2018-09-30,170079.92
172,2018-09-30,126580.06
134,2018-09-30,131175.89
140,2018-09-30,75421.46
196,2018-09-30,56033.85
144,2018-09-30,135839.94
10,2018-09-30,83757.42
105,2018-09-30,65301.55
190,2018-09-30,112834.86
65,2018-09-30,142737.74
122,2018-09-30,140992.3
135,2018-09-30,51623.59
79,2018-09-30,148576.83
60,2018-09-30,50924.16
141,2018-09-30,172796.53
94,2018-09-30,148962.53
55,2018-09-30,42640.25
22,2018-09-30,165500.72
104,2018-09-30,113782.81
23,2018-09-30,158796.07
91,2018-09-30,158181.02
16,2018-09-30,88299.97
166,2018-09-30,201888.19
5,2018-09-30,191765.1
11,2018-09-30,120279.17
173,2018-09-30,201383.3
139,2018-09-30,53417.16
88,2018-09-30,195397.82
8,2018-09-30,145296.36
119,2018-09-30,31672.95
33,2018-09-30,150080.27
114,2018-09-30,184792.17
155,2018-09-30,45691.26
129,2018-09-30,129827.08
87,2018-09-30,131920.35
67,2018-09-30,54239.36
118,2018-09-30,153586.95
165,2018-09-30,205037.95
86,2018-09-30,101312.4
1,2018-09-30,161197.04
57,2018-09-30,71751.95
163,2018-09-30,93132.52
84,2018-09-30,117230.22
193,2018-09-30,38838.2
9,2018-09-30,188771.24
92,2018-09-30,148223.5
101,2018-09-30,166604.99
121,2018-09-30,190907.27
200,2018-09-30,161419.93
43,2018-09-30,127470.52
83,2018-09-30,129463.44
90,2018-09-30,126648.63
142,2018-09-30,171187.25
169,2018-09-30,88118.49
45,2018-09-30,120839.45
115,2018-09-30,159496.42
47,2018-09-30,193265.56
192,2018-09-30,132913.71
162,2018-09-30,159713.57
37,2018-09-30,147376.48
152,2018-09-30,170061.27
63,2018-09-30,137752.71
18,2018-09-30,110511.83
3,2018-09-30,39668.67
25,2018-09-30,195760.2
120,2018-09-30,142675.72
95,2018-09-30,44642.46
112,2018-09-30,180871.42
20,2018-09-30,192779.04
58,2018-09-30,89002.6
53,2018-09-30,131063.04
30,2018-09-30,106500.79
111,2018-09-30,140301.75
93,2018-09-30,142488.59
153,2018-09-30,111151.4
161,2018-09-30,142504.67
28,2018-09-30,251485.48
127,2018-09-30,49735.14
27,2018-09-30,135330.87
137,2018-09-30,99644.31
148,2018-09-30,127750.86
199,2018-09-30,159217.82
133,2018-09-30,89928.35
41,2018-09-30,148505.45
74,2018-09-30,191210.09
187,2018-09-30,123630.06
4,2018-09-30,56185.23
32,2018-09-30,121620.83
73,2018-09-30,166472.25
13,2018-09-30,175084.5
14,2018-09-30,115950.94
19,2018-09-30,166735.76
17,2018-09-30,116514.74
50,2018-09-30,99473.87
35,2018-09-30,102402.7
186,2018-09-30,133063.2
68,2018-09-30,137056.93
176,2018-09-30,92085.36
100,2018-09-30,85754.49
171,2018-09-30,136352.62
136,2018-09-30,156697.03
126,2018-09-30,151250.8
183,2018-09-30,186945.2
52,2018-09-30,185613.56
178,2018-09-30,88118.13
110,2018-09-30,30961.35
145,2018-09-30,151777.09
181,2018-09-30,62988.96
116,2018-09-30,123005.25
170,2018-09-30,142295.15
77,2018-09-30,172096.33
154,2018-09-30,34189.45
179,2018-09-30,110158.12
188,2018-09-30,28734.71
72,2018-09-30,114873.14
128,2018-09-30,93285.99
29,2018-09-30,188293.98
6,2018-09-30,97421.12
175,2018-09-30,150930.72
26,2018-09-30,310668.97
125,2018-09-30,163316.16
174,2018-09-30,55379.32
99,2018-09-30,145912.68
7,2018-09-30,163426.84
62,2018-09-30,138532.57
138,2018-09-30,157430.21
185,2018-09-30,193270.4
177,2018-09-30,123963.86
107,2018-09-30,145523.61
59,2018-09-30,63743.76
56,2018-09-30,149301.02
39,2018-09-30,95717.61
89,2018-09-30,144439.82
113,2018-09-30,133899.45
198,2018-09-30,86324.32
31,2018-09-30,135983.57
159,2018-09-30,120650.13
194,2018-09-30,116909.72
85,2018-09-30,51116.15
131,2018-09-30,168542.99
15,2018-09-30,89955.97
160,2018-09-30,63619.97
156,2018-09-30,178567.17
93,2018-10-07,135999.48
184,2018-10-07,104930.47
14,2018-10-07,120064.55
64,2018-10-07,161639.99
20,2018-10-07,185579.32
46,2018-10-07,185682.19
96,2018-10-07,197873.97
68,2018-10-07,137539.93
39,2018-10-07,94057.06
21,2018-10-07,206481.55
147,2018-10-07,111800.03
66,2018-10-07,116861.8
171,2018-10-07,132982.51
148,2018-10-07,123377.12
145,2018-10-07,146524.4
143,2018-10-07,63294.18
27,2018-10-07,137867.95
161,2018-10-07,149198.12
183,2018-10-07,195156.79
177,2018-10-07,126366.35
117,2018-10-07,42498.99
61,2018-10-07,130792.37
146,2018-10-07,96571.0
65,2018-10-07,140031.65
188,2018-10-07,29127.79
197,2018-10-07,164033.77
67,2018-10-07,75325.8
115,2018-10-07,160658.41
189,2018-10-07,100292.72
149,2018-10-07,108905.63
62,2018-10-07,142440.68
32,2018-10-07,130730.3
95,2018-10-07,55300.7
162,2018-10-07,158375.44
120,2018-10-07,141538.65
122,2018-10-07,145820.94
89,2018-10-07,138308.08
94,2018-10-07,149970.97
38,2018-10-07,133110.56
118,2018-10-07,148241.37
47,2018-10-07,184309.8
63,2018-10-07,136059.2
91,2018-10-07,168467.12
119,2018-10-07,36272.66
90,2018-10-07,124477.9
37,2018-10-07,149015.19
69,2018-10-07,149852.23
26,2018-10-07,314309.57
114,2018-10-07,182150.1
6,2018-10-07,98613.02
142,2018-10-07,158862.67
140,2018-10-07,76665.49
163,2018-10-07,99972.48
48,2018-10-07,119525.64
144,2018-10-07,136813.31
141,2018-10-07,166701.73
92,2018-10-07,154491.45
179,2018-10-07,123433.62
121,2018-10-07,179167.29
88,2018-10-07,195913.21
173,2018-10-07,210930.17
194,2018-10-07,115716.69
116,2018-10-07,113462.76
30,2018-10-07,106109.82
172,2018-10-07,130774.97
42,2018-10-07,46482.67
45,2018-10-07,105289.24
126,2018-10-07,150633.09
76,2018-10-07,110423.5
112,2018-10-07,194742.94
103,2018-10-07,108110.02
84,2018-10-07,119591.09
129,2018-10-07,136095.21
19,2018-10-07,167209.07
58,2018-10-07,89658.28
155,2018-10-07,44009.61
100,2018-10-07,90651.68
8,2018-10-07,141602.17
17,2018-10-07,118342.77
50,2018-10-07,93350.66
73,2018-10-07,169439.02
166,2018-10-07,215922.51
23,2018-10-07,149497.49
152,2018-10-07,173222.66
25,2018-10-07,189799.08
81,2018-10-07,75723.64
138,2018-10-07,160220.43
170,2018-10-07,145856.35
80,2018-10-07,84908.24
59,2018-10-07,68635.84
160,2018-10-07,81279.98
200,2018-10-07,160677.15
174,2018-10-07,54147.54
104,2018-10-07,124196.19
125,2018-10-07,160121.06
187,2018-10-07,121064.99
33,2018-10-07,144322.02
134,2018-10-07,129815.05
72,2018-10-07,106710.14
99,2018-10-07,152493.45
130,2018-10-07,139917.87
85,2018-10-07,49285.91
34,2018-10-07,67232.12
108,2018-10-07,120064.88
10,2018-10-07,82317.41
54,2018-10-07,138936.01
199,2018-10-07,152748.02
198,2018-10-07,85931.89
28,2018-10-07,257480.12
185,2018-10-07,204911.0
181,2018-10-07,60367.85
83,2018-10-07,123945.37
101,2018-10-07,159949.77
178,2018-10-07,88340.22
15,2018-10-07,101844.45
169,2018-10-07,84029.28
192,2018-10-07,125563.65
7,2018-10-07,169513.27
56,2018-10-07,147077.27
49,2018-10-07,164869.48
3,2018-10-07,42146.1
128,2018-10-07,89520.01
136,2018-10-07,149006.74
110,2018-10-07,37487.76
175,2018-10-07,146866.48
159,2018-10-07,119624.48
191,2018-10-07,186416.77
9,2018-10-07,187889.49
193,2018-10-07,36432.73
57,2018-10-07,75161.43
168,2018-10-07,140214.92
165,2018-10-07,206275.36
55,2018-10-07,47785.55
111,2018-10-07,137172.34
153,2018-10-07,112156.78
127,2018-10-07,49986.79
135,2018-10-07,48135.97
109,2018-10-07,122164.69
137,2018-10-07,103328.71
82,2018-10-07,175364.52
13,2018-10-07,169288.6
41,2018-10-07,143475.97
51,2018-10-07,141365.15
44,2018-10-07,68958.27
35,2018-10-07,105427.86
1,2018-10-07,151384.62
74,2018-10-07,187628.82
102,2018-10-07,189476.13
75,2018-10-07,119838.9
24,2018-10-07,91259.25
154,2018-10-07,31924.18
11,2018-10-07,121059.78
107,2018-10-07,141740.26
164,2018-10-07,102249.15
105,2018-10-07,67023.85
180,2018-10-07,110820.36
71,2018-10-07,152227.68
139,2018-10-07,57182.76
195,2018-10-07,132045.96
36,2018-10-07,108501.88
78,2018-10-07,159132.28
176,2018-10-07,87526.94
97,2018-10-07,127239.07
157,2018-10-07,155486.73
190,2018-10-07,115579.74
4,2018-10-07,65429.91
60,2018-10-07,47530.83
52,2018-10-07,184619.14
22,2018-10-07,166367.41
186,2018-10-07,132585.19
31,2018-10-07,134700.47
5,2018-10-07,210783.0
113,2018-10-07,19047.46
133,2018-10-07,87531.86
87,2018-10-07,133079.11
53,2018-10-07,132384.96
43,2018-10-07,125778.99
29,2018-10-07,189163.08
16,2018-10-07,100520.29
79,2018-10-07,147957.29
98,2018-10-07,74387.51
18,2018-10-07,131157.11
151,2018-10-07,152987.68
77,2018-10-07,180087.43
40,2018-10-07,144164.15
124,2018-10-07,103235.05
156,2018-10-07,181534.44
158,2018-10-07,132637.27
106,2018-10-07,181659.87
86,2018-10-07,106528.51
167,2018-10-07,156182.49
123,2018-10-07,146355.1
182,2018-10-07,67379.69
132,2018-10-07,275854.1
150,2018-10-07,117269.51
12,2018-10-07,99638.12
2,2018-10-07,156730.77
196,2018-10-07,69947.04
70,2018-10-07,124834.44
131,2018-10-07,171940.9
106,2018-10-14,150538.35
162,2018-10-14,128509.38
51,2018-10-14,136654.1
135,2018-10-14,33940.23
82,2018-10-14,166319.95
75,2018-10-14,120701.84
197,2018-10-14,141611.06
67,2018-10-14,74156.38
128,2018-10-14,91224.06
109,2018-10-14,122355.47
175,2018-10-14,133368.56
29,2018-10-14,162647.65
116,2018-10-14,98419.27
145,2018-10-14,123994.21
52,2018-10-14,165967.04
65,2018-10-14,127686.3
105,2018-10-14,60461.12
181,2018-10-14,60295.06
196,2018-10-14,67401.2
185,2018-10-14,188442.46
15,2018-10-14,92132.69
79,2018-10-14,139258.36
7,2018-10-14,152617.14
26,2018-10-14,302124.07
191,2018-10-14,176488.66
157,2018-10-14,145861.39
167,2018-10-14,138716.82
143,2018-10-14,72517.78
102,2018-10-14,189848.45
56,2018-10-14,130456.18
147,2018-10-14,105374.86
6,2018-10-14,101318.97
118,2018-10-14,138844.76
44,2018-10-14,67930.95
31,2018-10-14,127722.96
78,2018-10-14,143836.35
24,2018-10-14,88495.78
94,2018-10-14,137886.05
180,2018-10-14,102624.49
10,2018-10-14,82908.35
21,2018-10-14,184740.23
131,2018-10-14,154201.73
108,2018-10-14,106333.88
154,2018-10-14,34778.9
42,2018-10-14,37709.44
107,2018-10-14,139493.5
117,2018-10-14,35900.84
199,2018-10-14,135387.49
194,2018-10-14,102713.99
130,2018-10-14,135476.67
66,2018-10-14,109114.02
134,2018-10-14,128156.78
77,2018-10-14,183454.91
54,2018-10-14,137968.43
195,2018-10-14,123414.29
189,2018-10-14,95819.16
33,2018-10-14,147388.8
156,2018-10-14,182039.8
158,2018-10-14,120679.03
38,2018-10-14,131263.62
80,2018-10-14,82456.78
146,2018-10-14,88001.18
104,2018-10-14,114150.62
144,2018-10-14,126005.0
64,2018-10-14,141064.71
81,2018-10-14,66363.38
76,2018-10-14,114930.54
55,2018-10-14,48517.31
18,2018-10-14,110750.0
168,2018-10-14,125009.95
43,2018-10-14,116579.6
53,2018-10-14,135079.06
32,2018-10-14,113968.64
198,2018-10-14,76690.2
23,2018-10-14,131979.74
133,2018-10-14,76088.19
183,2018-10-14,191364.7
91,2018-10-14,154355.34
119,2018-10-14,38373.58
47,2018-10-14,179409.07
166,2018-10-14,195247.53
8,2018-10-14,136304.06
30,2018-10-14,100836.13
4,2018-10-14,42385.02
155,2018-10-14,35674.42
176,2018-10-14,77612.57
129,2018-10-14,120670.68
48,2018-10-14,122374.34
178,2018-10-14,83113.05
34,2018-10-14,58567.42
93,2018-10-14,119845.28
103,2018-10-14,92617.8
92,2018-10-14,150411.88
186,2018-10-14,122578.68
2,2018-10-14,144985.76
132,2018-10-14,231295.5
159,2018-10-14,114970.2
98,2018-10-14,57141.56
86,2018-10-14,96989.63
113,2018-10-14,23688.45
177,2018-10-14,116411.75
12,2018-10-14,89098.63
59,2018-10-14,56509.96
188,2018-10-14,23902.26
174,2018-10-14,46829.53
17,2018-10-14,113580.02
141,2018-10-14,151023.23
125,2018-10-14,158409.64
179,2018-10-14,124604.94
72,2018-10-14,99637.48
99,2018-10-14,152378.64
124,2018-10-14,78792.24
85,2018-10-14,46731.16
138,2018-10-14,140423.69
89,2018-10-14,129503.19
121,2018-10-14,153374.2
45,2018-10-14,91527.77
25,2018-10-14,190421.86
112,2018-10-14,181242.18
152,2018-10-14,162913.33
126,2018-10-14,149770.32
187,2018-10-14,110447.91
115,2018-10-14,155150.89
84,2018-10-14,114084.34
19,2018-10-14,163238.34
58,2018-10-14,65036.68
142,2018-10-14,155552.67
172,2018-10-14,124524.45
151,2018-10-14,130239.72
96,2018-10-14,171516.97
160,2018-10-14,82356.46
70,2018-10-14,120424.52
182,2018-10-14,64818.96
61,2018-10-14,117963.91
49,2018-10-14,149302.71
123,2018-10-14,144541.39
150,2018-10-14,110003.93
46,2018-10-14,166939.66
164,2018-10-14,91304.26
114,2018-10-14,174677.12
184,2018-10-14,101305.54
140,2018-10-14,69887.12
97,2018-10-14,125200.29
87,2018-10-14,134066.76
16,2018-10-14,91108.43
139,2018-10-14,50694.44
88,2018-10-14,193975.05
122,2018-10-14,135664.57
40,2018-10-14,137005.62
69,2018-10-14,145620.06
71,2018-10-14,146118.65
149,2018-10-14,103852.12
39,2018-10-14,87405.28
190,2018-10-14,108186.35
37,2018-10-14,147595.97
36,2018-10-14,105210.45
22,2018-10-14,148450.62
170,2018-10-14,140604.72
200,2018-10-14,154327.53
5,2018-10-14,183271.0
11,2018-10-14,119949.63
173,2018-10-14,189354.1
60,2018-10-14,34244.54
100,2018-10-14,89569.48
62,2018-10-14,119513.76
68,2018-10-14,130092.58
127,2018-10-14,39570.21
13,2018-10-14,153566.51
192,2018-10-14,127562.28
165,2018-10-14,172498.86
171,2018-10-14,131771.36
169,2018-10-14,74198.91
193,2018-10-14,35052.35
163,2018-10-14,82280.91
111,2018-10-14,135062.67
35,2018-10-14,96476.47
74,2018-10-14,167906.08
9,2018-10-14,181323.86
153,2018-10-14,107866.33
161,2018-10-14,138516.15
101,2018-10-14,144004.95
83,2018-10-14,114908.86
95,2018-10-14,52717.19
137,2018-10-14,93908.77
28,2018-10-14,252737.06
27,2018-10-14,137973.51
57,2018-10-14,70205.23
148,2018-10-14,118269.53
20,2018-10-14,165299.78
1,2018-10-14,134416.67
73,2018-10-14,165379.17
50,2018-10-14,86081.99
120,2018-10-14,139193.94
90,2018-10-14,120878.08
41,2018-10-14,144288.64
63,2018-10-14,116788.18
3,2018-10-14,43076.51
